id,name,street_address,suburb,postcode,phone_number,url,monday_opens_at,monday_closes_at,tuesday_opens_at,tuesday_closes_at,wednesday_opens_at,wednesday_closes_at,thursday_opens_at,thursday_closes_at,friday_opens_at,friday_closes_at,saturday_opens_at,saturday_closes_at,sunday_opens_at,sunday_closes_at
hornsby-rsl-club,Hornsby RSL Club,4 High St,Hornsby,2077,(02) 9477 7777,http://www.hornsbyrsl.com.au,9:30:00,1:00:00,9:30:00,1:00:00,9:30:00,2:00:00,9:30:00,2:00:00,9:30:00,4:00:00,9:30:00,4:00:00,9:30:00,1:00:00
hotel-clarendon,Hotel Clarendon,156 Devonshire St,Surry Hills,2010,(02) 9699 6001,http://www.hotelclarendon.com.au/,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,0:00:00
hotel-coronation,Hotel Coronation,5-7 Park St,Sydney,2000,(02) 9266 3100,http://www.hotelcoronation.com.au,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00
hugos-manly,Hugos Manly,"Shop 1, Manly Wharf East Esplanade",Manly,2095,(02) 8116 8555,http://www.hugos.com.au/,11:30:00,3:00:00,11:30:00,3:00:00,11:30:00,3:00:00,11:30:00,3:00:00,11:30:00,3:00:00,11:30:00,3:00:00,11:30:00,3:00:00
hunter-bar,Hunter Bar,50 Hunter St,Sydney,2000,(02) 9223 6511,http://www.hunterbar.com.au/,8:30:00,0:00:00,8:30:00,0:00:00,8:30:00,0:00:00,8:30:00,0:00:00,8:30:00,0:00:00,8:30:00,0:00:00,8:30:00,0:00:00
hunters-hill-hotel,Hunters Hill Hotel,64 Gladesville Rd,Gladesville,2110,(02) 9817 2188,http://www.huntershillhotel.com.au/,8:30:00,0:00:00,8:30:00,0:00:00,8:30:00,0:00:00,8:30:00,0:00:00,8:30:00,0:00:00,8:30:00,0:00:00,8:30:00,0:00:00
ice-bar-sydney,Ice Bar Sydney,2 Opera Quays Shop 18 East Circular Quay,Sydney,2000,(02) 9251 0311,http://www.icebarsydney.com.au/,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00
jacksons-on-george,Jacksons on George,176 George St,Sydney,2000,(02) 9247 2727,http://www.jacksonsongeorge.com.au,9:00:00,3:00:00,9:00:00,3:00:00,9:00:00,3:00:00,9:00:00,3:00:00,9:00:00,3:00:00,9:00:00,3:00:00,9:00:00,3:00:00
kb-hotel,KB Hotel,26 Foveaux St,Surry Hills,2010,(02) 9212 1740,http://www.kbhotel.com.au/,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00
kings-head-tavern,Kings Head Tavern,801a King Georges Rd,South Hurstville,2221,(02) 9547 0000,http://www.kingsheadtavern.com.au/,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00
kirribilli-club,Kirribilli Club,11 Harbourview Crescent,Lavender Bay,2060,(02) 9955 2245,http://www.kirribilliclub.com.au/,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,1:00:00,10:00:00,1:00:00,10:00:00,0:00:00
kirribilli-hotel,Kirribilli Hotel,35 Broughton St,Kirribilli,2061,(02) 9955 1415,http://www.kirribillihotel.com.au/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,11:00:00,22:00:00
kogarah-tavern,Kogarah Tavern,1 1 Railway Pde,Kogarah,2217,(02) 9587 9745,http://www.kogarahtavern.com.au/,7:00:00,2:00:00,7:00:00,2:00:00,7:00:00,2:00:00,7:00:00,2:00:00,7:00:00,3:00:00,7:00:00,3:00:00,10:00:00,22:00:00
kuletos-cocktail-bar,Kuleto's Cocktail Bar,157 King St,Newtown,2042,(02) 9519 6369,http://kuletos.com.au/,16:00:00,3:00:00,16:00:00,3:00:00,16:00:00,3:00:00,16:00:00,3:00:00,16:00:00,3:00:00,16:00:00,3:00:00,16:00:00,0:00:00
light-brigade-hotel,Light Brigade Hotel,2A Oxford St,Woollahra ,2025,(02) 9357 0888,http://www.lightbrigade.com.au/?id=55,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,22:00:00
lord-raglan-hotel,Lord Raglan Hotel,2 Henderson Rd cnr Wyndham St,Alexandria,2015,(02) 9319 3100,http://www.lordraglanhotel.com.au/,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,22:00:00
lord-roberts-hotel,Lord Roberts Hotel,64 Stanley St,East Sydney,2010,(02) 9331 1326,http://www.lordrobertshotel.com.au,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,12:00:00,0:00:00
lowenbrau-keller,Lowenbrau Keller,Cnr Playfair & Argyle St,The Rocks,2000,(02) 9247 7785,http://www.lowenbrau.com.au,8:30:00,3:00:00,8:30:00,3:00:00,8:30:00,3:00:00,8:30:00,3:00:00,8:30:00,3:00:00,8:30:00,3:00:00,8:30:00,3:00:00
madam-de-biers,Madam De Biers,42 Darlinghurst Rd,Kings Cross,2011,(02) 9331 5544,http://www.madamdebiers.com.au/,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00
madison-hotel,Madison Hotel,52 Devonshire St,Surry Hills,2010,(02) 9211 1612,http://www.madisonhotel.com.au/,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00
manly-16ft-skiff-sailing-club,Manly 16ft Skiff Sailing Club,East Esplanade cnr Stuart St,Manly,2095,(02) 9977 3322,http://www.manlyskiff.com.au/,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,8:30:00,22:00:00
manly-wharf-hotel,Manly Wharf Hotel,Manly Wharf East Esplanade,Manly,2095,(02) 9977 1266,http://www.manlywharfhotel.com.au/,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:30:00,22:00:00
manly-wine,Manly Wine,8-13 South Steyne,Manly,2095,(02) 8966 9000,http://thegazebos.com.au/manly/index.html,15:00:00,0:00:00,15:00:00,0:00:00,15:00:00,0:00:00,15:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00
manning-bar-usyd,Manning Bar @ USYD,"Manning House, Manning Rd",Sydney,2000,(02) 9563 6000,http://www.manningbar.com/,15:00:00,0:00:00,15:00:00,0:00:00,15:00:00,0:00:00,15:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00
mansions-hotel,Mansions Hotel,18 Bayswater Rd,Kings Cross,2011,(02) 9358 6677,http://www.mansionshotel.com.au/,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,6:00:00,9:00:00,6:00:00,9:00:00,4:00:00
marlborough-hotel,Marlborough Hotel,145 King St,Newtown,2042,(02) 9519 1222,http://www.marlboroughhotel.com.au,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00
miranda-hotel,Miranda Hotel,590 Kingsway,Miranda,2228,(02) 9524 0398,http://www.mirandahotel.com.au/,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,12:00:00,0:00:00
mona-vale-hotel,Mona Vale Hotel,2 Park St cnr Barrenjoey Rd,Mona Vale,2103,(02) 9999 4214,http://www.monavalehotel.com.au/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,2:30:00,10:00:00,2:30:00,10:00:00,2:30:00,10:00:00,22:00:00
mount-street-terrace-hotel,Mount Street Terrace Hotel,83 Mount St,North Sydney,2060,(02) 8920 9977,http://www.terracehotel.net.au/,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00
mr-bs-hotel,Mr B's Hotel,396 Pitt St,Sydney,2000,(02) 8080 7777,http://www.mrbshotel.com.au/index.html,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00
nags-head-hotel,Nag's Head Hotel,162 St. Johns Rd,Glebe,2037,(02) 9660 1591,http://www.nagshead.com.au/,9:00:00,0:00:00,9:00:00,0:00:00,9:00:00,0:00:00,9:00:00,0:00:00,9:00:00,0:00:00,9:00:00,0:00:00,10:00:00,0:00:00
newport-arms-hotel,Newport Arms Hotel,Kalinya St cnr Beaconsfield St,Newport,2106,(02) 9997 4900,http://www.newportarms.com.au/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,0:00:00,10:00:00,22:00:00
north-bondi-rsl-club,North Bondi RSL Club,120 Ramsgate Av,North Bondi,2026,(02) 9130 3152,http://www.northbondirsl.com.au/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,0:00:00,10:00:00,22:00:00
northies,Northies,Cnr Elouera Rd Kingsway,Cronulla,2230,(02) 9523 6866,http://www.northies.com.au/,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:30:00,10:00:00,0:30:00,10:00:00,0:30:00,10:00:00,22:00:00
oatley-hotel,Oatley Hotel,8 Oatley Av,Oatley,2223,(02) 9580 1117,http://www.oatleyhotel.com.au/,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00
oceans-bar,Oceans Bar,Cnr Arden & Carr St,Coogee,2034,(02) 9315 9178,http://www.oceansbar.com.au/,16:00:00,3:00:00,16:00:00,3:00:00,16:00:00,3:00:00,16:00:00,3:00:00,16:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00
olympic-hotel,Olympic Hotel,308 Moore Park Rd,Paddington,2021,(02) 9361 6315,http://www.olympichotel.com.au/,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,11:00:00,22:00:00
one-world-sport,One World Sport,295 Church St,Parramatta,2150,(02) 9633 2600,http://www.oneworldsport.com.au/,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,11:00:00,11:00:00,11:00:00,11:00:00,12:00:00
orient-hotel,Orient Hotel,89 George St,The Rocks,2000,(02) 9251 1255,http://www.orienthotel.com.au,10:00:00,2:00:00,10:00:00,2:00:00,10:00:00,2:00:00,10:00:00,2:00:00,10:00:00,2:00:00,10:00:00,2:00:00,10:00:00,2:00:00
oscars-lounge-bar,Oscars Lounge Bar,84 Union St,Pyrmont,2009,(02) 9660 5933,http://www.oscars.net.au/,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,1:00:00,12:00:00,1:00:00,12:00:00,0:00:00
paddington-rsl,Paddington RSL,226 Oxford St,Paddington,2021,(02) 9331 1203,http://paddorsl.com.au/,11:00:00,22:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,1:00:00,10:00:00,1:00:00,11:00:00,22:00:00
paddy-maguires-haymarket,Paddy Maguires Haymarket,Cnr Hay St & George St,Haymarket,2007,(02) 9212 2111,http://www.paddymaguires.com,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,0:00:00
paragon-hotel,Paragon Hotel,Cnr Loftus & Alfred St,Circular Quay,2000,(02) 9241 3522,http://www.hotelparagon.com.au/,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,12:00:00,3:00:00
parkview-hotel,Parkview Hotel,Mitchell Rd cnr Harley St,Alexandria,2015,(02) 9557 1924,http://www.parkviewhotel.net.au/,18:00:00,21:00:00,18:00:00,21:00:00,18:00:00,21:00:00,18:00:00,21:00:00,18:00:00,22:00:00,18:00:00,22:00:00,18:00:00,21:00:00
parramatta-rsl,Parramatta RSL,Macquarie St,Parramatta,2150,(02) 9633 5177,http://www.parramattarsl.com.au/,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00
pavilion-hotel,Pavilion Hotel,580 George St,Sydney,2000,(02) 9261 4622,http://www.pavilionhotel.com.au/,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,6:00:00,11:00:00,6:00:00,11:00:00,4:00:00
petersham-rsl-club,Petersham RSL Club,7a Regent St,Petersham,2049,(02) 9560 8355,http://www.petershamrsl.com.au/,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,3:00:00
piano-room,Piano Room,Corner of Kings Cross Rd & Darlinghurst Rd,Kings Cross,2011,(02) 9356 8238,http://www.pianoroom.com.au/,20:00:00,3:00:00,20:00:00,3:00:00,20:00:00,3:00:00,20:00:00,3:00:00,20:00:00,3:00:00,20:00:00,3:00:00,20:00:00,3:00:00
pine-inn-hotel,Pine Inn Hotel,19 Parramatta Rd,Concord,2137,(02) 9747 4688,http://www.pineinn.com.au/index.html,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00
pj-gallaghers-irish-pub-drummoyne,PJ Gallagher's Irish Pub Drummoyne,195 Victoria Rd,Drummoyne,2047,(02) 9181 1229,http://drummoyne.pjgallaghers.com.au/,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,0:00:00
pj-gallaghers-irish-pub-parramatta,PJ Gallagher's Irish Pub Parramatta,74 Church St,Parramatta,2150,(02) 9635 8811,http://parramatta.pjgallaghers.com.au/,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,0:00:00
pj-obriens-irish-pub,PJ O'Brien's Irish Pub,57 King St,Sydney,2000,(02) 9290 1811,http://www.pjobriens.com.au/pj_main.htm,11:30:00,22:30:00,11:30:00,22:30:00,11:30:00,22:30:00,11:30:00,22:30:00,11:30:00,22:30:00,11:30:00,22:30:00,11:30:00,22:30:00
port-orient,Port Orient,Shop 449 Harbourside,Darling Harbour,2000,(02) 9282 9922,https://www.portorient.com/,11:30:00,22:30:00,11:30:00,22:30:00,11:30:00,22:30:00,11:30:00,22:30:00,11:30:00,22:30:00,11:30:00,22:30:00,11:30:00,22:30:00
prague-beer-restaurant,Prague Beer Restaurant,42 Kellett St,Potts Point,2011,(02) 9368 0898,http://www.prague-restaurant.com.au/,17:00:00,0:00:00,17:00:00,0:00:00,17:00:00,0:00:00,17:00:00,0:00:00,17:00:00,0:00:00,17:00:00,0:00:00,17:00:00,22:00:00
quarrymans-hotel,Quarrymans Hotel,216 Harris St,Pyrmont,2009,(02) 9660 4520,http://www.quarrymanshotel.com.au,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,11:00:00,22:00:00
randwick-rugby-club,Randwick Rugby Club,102-104 Brook St,Coogee,2034,(02) 9665 5447,http://www.randwickrugby.com.au/,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,22:30:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,22:30:00
ravesis,Ravesi's,Cnr Campbell Pde & Hall St,Bondi Beach,2026,(02) 9365 4422,http://www.ravesis.com.au/index.html,10:00:00,1:00:00,10:00:00,1:00:00,10:00:00,1:00:00,10:00:00,1:00:00,10:00:00,1:00:00,10:00:00,1:00:00,10:00:00,0:00:00
red-lion-hotel,Red Lion Hotel,726 Darling St,Rozelle,2039,(02) 9555 7933,http://www.laundy.com.au/redlion,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,2:00:00,8:00:00,2:00:00,8:00:00,2:00:00,10:00:00,22:00:00
regent-hotel,Regent Hotel,416-418 Anzac Pde,Kingsford,2032,(02) 9663 2218,http://www.regenthotel.com.au/WhatsOnCalendarOfEvents/534/n/3/0/0/,10:00:00,5:00:00,10:00:00,5:00:00,10:00:00,5:00:00,10:00:00,5:00:00,10:00:00,5:00:00,10:00:00,5:00:00,10:00:00,22:00:00
roundhouse,Roundhouse,"UNSW Roundhouse, Anzac Parade",Kensington,2033,(02) 9385 7784,http://www.unswroundhouse.com/,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,0:00:00,0:00:00,0:00:00,0:00:00
royal-albert-hotel,Royal Albert Hotel,140 Commonwealth St,Surry Hills,2010,(02) 9281 2522,http://www.royalalberthotel.net.au/,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,22:00:00
ruby-lotel,Ruby L'otel,68 Victoria Rd,Rozelle,2039,(02) 9555 1900,http://www.rubylotel.com.au/,11:00:00,22:30:00,11:00:00,22:30:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,11:00:00,22:30:00
sanctuary-hotel,Sanctuary Hotel,545 Kent St,Sydney,2000,(02) 9264 1119,http://www.sanctuaryhotel.com.au/,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,9:00:00,3:00:00,9:00:00,3:00:00
sandringham-hotel-sando,Sandringham Hotel &quot;Sando&quot;,387 King St,Newtown,2042,(02) 9557 1254,http://www.sando.com.au/,10:00:00,12:00:00,10:00:00,12:00:00,10:00:00,12:00:00,10:00:00,2:00:00,10:00:00,2:00:00,10:00:00,2:00:00,10:00:00,12:00:00
scary-canary,Scary Canary,469 Kent St,Sydney,2000,(02) 9267 7087,http://www.scarycanary.com/,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,18:00:00,12:00:00,17:00:00
scruffy-murphys,Scruffy Murphy's,Cnr George St & Goulburn St,Sydney,2000,(02) 9211 2002,http://www.scruffymurphys.com.au/,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00
scubar,Scubar,Cnr George St & Rawson Place,Sydney,2000,(02) 9212 4244,http://www.scubar.com.au,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,17:00:00,3:00:00,17:00:00,3:00:00
shark-hotel,Shark Hotel,127 Liverpool St,Sydney,2000,(02) 9267 6364,http://www.sharkhotel.com.au,9:00:00,4:00:00,9:00:00,4:00:00,9:00:00,4:00:00,9:00:00,4:00:00,9:00:00,6:00:00,12:00:00,6:00:00,12:00:00,6:00:00
side-bar,Side Bar,509 Pitt Street,Sydney,2000,(02) 9288 7888,http://www.wakeup.com.au/side-bar.html,9:00:00,4:00:00,9:00:00,4:00:00,9:00:00,4:00:00,9:00:00,4:00:00,9:00:00,6:00:00,12:00:00,6:00:00,12:00:00,6:00:00
st-george-masonic-club,St George Masonic Club,86 Roberts Av,Mortdale,2223,(02) 9579 6277,http://www.masos.com.au/,10:00:00,22:00:00,10:00:00,22:30:00,10:00:00,22:30:00,10:00:00,22:30:00,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,22:00:00
st-james-hotel,St James Hotel,114 Castlereagh St,Sydney,2000,(02) 9261 8277,http://www.stjameshotel.com.au/,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,0:00:00,0:00:00
star-bar,Star Bar,600 George St,Sydney,2000,(02) 9267 7827,http://www.starbar.com.au,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,0:00:00,0:00:00
steyne-hotel,Steyne Hotel,75 The Corso,Manly,2095,(02) 9977 4977,http://www.steynehotel.com.au/,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,0:00:00,0:00:00
strike-bowling-eq-moore-park,Strike Bowling EQ Moore Park,220 Bent St & Lang Rd,Moore Park,2021,1300 787 453,http://www.strikebowlingbar.com.au/,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,0:00:00,0:00:00
strike-bowling-king-st-wharf,Strike Bowling King St Wharf,"King Street Wharf, 22 The Promenade",Sydney,2000,1300 787 453,http://www.strikebowling.com.au/king-street-wharf-nsw/whats-strike-ksw,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,0:00:00,0:00:00
sumac,Sumac,"Shop 284, The Promenade, Harbourside",Darling Harbour,2000,(02) 9281 2700,http://www.sumacrestaurant.com.au/,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,0:00:00,0:00:00
tailors-on-central,Tailors on Central,84-86 Mary St,Surry Hills,2010,(02) 9281 4178,http://www.tailorsoncentral.com/,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00
tea-gardens-hotel,Tea Gardens Hotel,2-4 Bronte Rd,Bondi Junction,2024,(02) 9389 3288,http://www.teagardenshotel.com.au/,7:00:00,3:00:00,7:00:00,3:00:00,7:00:00,3:00:00,7:00:00,3:00:00,7:00:00,3:00:00,7:00:00,3:00:00,7:00:00,0:00:00
the-agincourt-hotel,The Agincourt Hotel,871 George St,Sydney,2000,(02) 9281 4566,http://www.agincourthotel.com.au/,7:00:00,3:00:00,7:00:00,3:00:00,7:00:00,3:00:00,7:00:00,3:00:00,7:00:00,3:00:00,7:00:00,3:00:00,7:00:00,0:00:00
the-albion-hotel,The Albion Hotel,135 George St,Parramatta,2150,(02) 9891 3288,http://www.albionhotel.com.au/,10:00:00,5:00:00,10:00:00,5:00:00,10:00:00,5:00:00,10:00:00,5:00:00,10:00:00,5:00:00,10:00:00,5:00:00,11:30:00,0:00:00
the-annandale-hotel,The Annandale Hotel,17 Parramatta Rd,Annandale,2038,(02) 9550 1078,http://www.annandalehotel.com.au,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,12:00:00,22:00:00
the-argyle,The Argyle,18 Argyle Street,The Rocks,2000,(02) 9247 5500,http://www.theargylerocks.com/index.php,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,0:00:00
the-australian-heritage-hotel,The Australian Heritage Hotel,100 Cumberland St,The Rocks,2000,(02) 9247 2229,http://www.australianheritagehotel.com/,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,22:00:00
the-australian-youth-hotel,The Australian Youth Hotel,63 Bay St,Glebe,2037,(02) 9692 0414,http://www.australianyouthhotel.com.au/,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,12:00:00,22:00:00
the-bat-and-ball-hotel,The Bat and Ball Hotel,495 Cleveland St,Surry Hills,2010,(02) 9699 3782,http://www.batandballhotel.com.au,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,12:00:00,22:00:00
the-bellevue-hotel,The Bellevue Hotel,159 Hargrave St,Paddington,2021,(02) 9363 2293,http://www.bellevuehotel.com.au/,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,12:00:00,0:00:00,12:00:00,22:00:00
the-belvedere-hotel,The Belvedere Hotel,"482 Kent St, Sydney NSW 2000",Sydney,2000,(02) 9264 1688,http://localsydney.com/www.thebelvederehotel.com.au,10:00:00,2:00:00,10:00:00,2:00:00,10:00:00,2:00:00,10:00:00,2:00:00,10:00:00,2:00:00,11:30:00,2:00:00,11:30:00,0:00:00
the-beresford-hotel,The Beresford Hotel,354 Bourke St,Surry Hills,2010,(02) 9357 1111,http://www.theberesford.com.au/,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00
the-bourbon,The Bourbon,24 Darlinghurst Rd,Kings Cross,2010,(02) 9358 1144,http://www.thebourbon.com.au,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00
the-captain-cook-hotel,The Captain Cook Hotel,162 Flinders St,Paddington,2021,(02) 9360 4327,http://www.thecaptaincookhotel.com.au/,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,1:00:00,10:00:00,1:00:00,10:00:00,22:00:00
the-clarence,The Clarence,450 Parramatta Rd,Petersham,2049,(02) 9560 0400,http://www.clarencehotel.com.au/,16:00:00,3:00:00,16:00:00,3:00:00,16:00:00,3:00:00,16:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,0:00:00
the-eastern,The Eastern,500 Oxford St,Bondi Junction,2022,(02) 9387 7828,http://www.theeastern.com.au/,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00
